payroll_id,employee_id,payroll_date,gross_pay,deductions,net_pay
1221,204,2025-04-25,8780.0,1525.0,7255.0
1222,204,2025-03-26,9239.0,1276.0,7963.0
1223,204,2025-02-24,3479.0,1782.0,1697.0
1224,204,2025-01-25,5927.0,940.0,4987.0
1225,205,2025-06-24,6783.0,1713.0,5070.0
1226,205,2025-05-25,7626.0,913.0,6713.0
1227,205,2025-04-25,6826.0,1534.0,5292.0
1228,205,2025-03-26,3834.0,1406.0,2428.0
1229,205,2025-02-24,4610.0,1219.0,3391.0
1230,205,2025-01-25,7979.0,1141.0,6838.0
1231,206,2025-06-24,5796.0,1971.0,3825.0
1232,206,2025-05-25,8710.0,1733.0,6977.0
1233,206,2025-04-25,8069.0,550.0,7519.0
1234,206,2025-03-26,9663.0,1368.0,8295.0
1235,206,2025-02-24,9161.0,1825.0,7336.0
1236,206,2025-01-25,8973.0,718.0,8255.0
1237,207,2025-06-24,5585.0,1296.0,4289.0
1238,207,2025-05-25,6458.0,1265.0,5193.0
1239,207,2025-04-25,4958.0,771.0,4187.0
1240,207,2025-03-26,9970.0,1264.0,8706.0
1241,207,2025-02-24,6073.0,1294.0,4779.0
1242,207,2025-01-25,8793.0,1645.0,7148.0
1243,208,2025-06-24,5311.0,1955.0,3356.0
1244,208,2025-05-25,9714.0,1921.0,7793.0
1245,208,2025-04-25,8483.0,887.0,7596.0
1246,208,2025-03-26,9488.0,925.0,8563.0
1247,208,2025-02-24,3560.0,1271.0,2289.0
1248,208,2025-01-25,9869.0,924.0,8945.0
1249,209,2025-06-24,4500.0,895.0,3605.0
1250,209,2025-05-25,3398.0,1190.0,2208.0
1251,209,2025-04-25,9620.0,1273.0,8347.0
1252,209,2025-03-26,8329.0,629.0,7700.0
1253,209,2025-02-24,9944.0,712.0,9232.0
1254,209,2025-01-25,9442.0,1739.0,7703.0
1255,210,2025-06-24,7493.0,1766.0,5727.0
1256,210,2025-05-25,3380.0,1247.0,2133.0
1257,210,2025-04-25,4251.0,836.0,3415.0
1258,210,2025-03-26,5930.0,1445.0,4485.0
1259,210,2025-02-24,6401.0,1195.0,5206.0
1260,210,2025-01-25,5458.0,1092.0,4366.0
1261,211,2025-06-24,5639.0,1375.0,4264.0
1262,211,2025-05-25,9052.0,850.0,8202.0
1263,211,2025-04-25,6699.0,1887.0,4812.0
1264,211,2025-03-26,4130.0,1857.0,2273.0
1265,211,2025-02-24,6800.0,785.0,6015.0
1266,211,2025-01-25,6352.0,1606.0,4746.0
1267,212,2025-06-24,8158.0,1221.0,6937.0
1268,212,2025-05-25,5598.0,749.0,4849.0
1269,212,2025-04-25,3245.0,1940.0,1305.0
1270,212,2025-03-26,4186.0,1925.0,2261.0
1271,212,2025-02-24,5927.0,1166.0,4761.0
1272,212,2025-01-25,8447.0,916.0,7531.0
1273,213,2025-06-24,4001.0,1959.0,2042.0
1274,213,2025-05-25,5371.0,1243.0,4128.0
1275,213,2025-04-25,8039.0,599.0,7440.0
1276,213,2025-03-26,3768.0,1930.0,1838.0
1277,213,2025-02-24,6587.0,1801.0,4786.0
1278,213,2025-01-25,7510.0,1808.0,5702.0
1279,214,2025-06-24,8010.0,971.0,7039.0
1280,214,2025-05-25,3135.0,1431.0,1704.0
1281,214,2025-04-25,6899.0,634.0,6265.0
1282,214,2025-03-26,4944.0,655.0,4289.0
1283,214,2025-02-24,4677.0,924.0,3753.0
1284,214,2025-01-25,8305.0,1725.0,6580.0
1285,215,2025-06-24,4621.0,1229.0,3392.0
1286,215,2025-05-25,6043.0,514.0,5529.0
1287,215,2025-04-25,5433.0,1922.0,3511.0
1288,215,2025-03-26,5292.0,1889.0,3403.0
1289,215,2025-02-24,3078.0,1194.0,1884.0
1290,215,2025-01-25,8056.0,621.0,7435.0
1291,216,2025-06-24,5822.0,837.0,4985.0
1292,216,2025-05-25,6364.0,660.0,5704.0
1293,216,2025-04-25,9006.0,1865.0,7141.0
1294,216,2025-03-26,6551.0,1625.0,4926.0
1295,216,2025-02-24,8678.0,797.0,7881.0
1296,216,2025-01-25,8406.0,1433.0,6973.0
1297,217,2025-06-24,6897.0,1599.0,5298.0
1298,217,2025-05-25,8494.0,1820.0,6674.0
1299,217,2025-04-25,5573.0,527.0,5046.0
1300,217,2025-03-26,6069.0,547.0,5522.0
1301,217,2025-02-24,3674.0,1453.0,2221.0
1302,217,2025-01-25,6982.0,1948.0,5034.0
1303,218,2025-06-24,3056.0,1006.0,2050.0
1304,218,2025-05-25,7312.0,619.0,6693.0
1305,218,2025-04-25,8521.0,722.0,7799.0
1306,218,2025-03-26,6102.0,703.0,5399.0
1307,218,2025-02-24,6356.0,760.0,5596.0
1308,218,2025-01-25,9962.0,1476.0,8486.0
1309,219,2025-06-24,7710.0,1661.0,6049.0
1310,219,2025-05-25,5489.0,1672.0,3817.0
1311,219,2025-04-25,6164.0,511.0,5653.0
1312,219,2025-03-26,7352.0,564.0,6788.0
1313,219,2025-02-24,7695.0,944.0,6751.0
1314,219,2025-01-25,4360.0,1718.0,2642.0
1315,220,2025-06-24,4453.0,1446.0,3007.0
1316,220,2025-05-25,4460.0,1426.0,3034.0
1317,220,2025-04-25,4565.0,522.0,4043.0
1318,220,2025-03-26,7139.0,592.0,6547.0
1319,220,2025-02-24,7170.0,1463.0,5707.0
1320,220,2025-01-25,6970.0,1295.0,5675.0
1321,221,2025-06-24,5195.0,1839.0,3356.0
1322,221,2025-05-25,9156.0,1429.0,7727.0
1323,221,2025-04-25,5769.0,1759.0,4010.0
1324,221,2025-03-26,7995.0,1614.0,6381.0
1325,221,2025-02-24,8348.0,1796.0,6552.0
1326,221,2025-01-25,3814.0,848.0,2966.0
1327,222,2025-06-24,7713.0,1876.0,5837.0
1328,222,2025-05-25,8342.0,1976.0,6366.0
1329,222,2025-04-25,8373.0,583.0,7790.0
1330,222,2025-03-26,6666.0,1493.0,5173.0
1331,222,2025-02-24,6929.0,1047.0,5882.0
1332,222,2025-01-25,6477.0,961.0,5516.0
1333,223,2025-06-24,9251.0,595.0,8656.0
1334,223,2025-05-25,3256.0,2000.0,1256.0
1335,223,2025-04-25,9032.0,1170.0,7862.0
1336,223,2025-03-26,6131.0,1495.0,4636.0
1337,223,2025-02-24,4928.0,1741.0,3187.0
1338,223,2025-01-25,7813.0,547.0,7266.0
1339,224,2025-06-24,7382.0,1785.0,5597.0
1340,224,2025-05-25,4635.0,1660.0,2975.0
1341,224,2025-04-25,9379.0,1185.0,8194.0
1342,224,2025-03-26,4591.0,1917.0,2674.0
1343,224,2025-02-24,4279.0,1102.0,3177.0
1344,224,2025-01-25,7370.0,1599.0,5771.0
1345,225,2025-06-24,8741.0,872.0,7869.0
1346,225,2025-05-25,6579.0,1774.0,4805.0
1347,225,2025-04-25,3867.0,1934.0,1933.0
1348,225,2025-03-26,5099.0,1285.0,3814.0
1349,225,2025-02-24,4777.0,628.0,4149.0
1350,225,2025-01-25,8050.0,1256.0,6794.0
1351,226,2025-06-24,9725.0,1312.0,8413.0
1352,226,2025-05-25,4222.0,1884.0,2338.0
1353,226,2025-04-25,9994.0,1342.0,8652.0
1354,226,2025-03-26,9621.0,1596.0,8025.0
1355,226,2025-02-24,7012.0,713.0,6299.0
1356,226,2025-01-25,5164.0,1364.0,3800.0
1357,227,2025-06-24,5927.0,1251.0,4676.0
1358,227,2025-05-25,9901.0,1317.0,8584.0
1359,227,2025-04-25,5913.0,1342.0,4571.0
1360,227,2025-03-26,8501.0,1034.0,7467.0
1361,227,2025-02-24,3057.0,926.0,2131.0
1362,227,2025-01-25,6748.0,1251.0,5497.0
1363,228,2025-06-24,4759.0,689.0,4070.0
1364,228,2025-05-25,5594.0,525.0,5069.0
1365,228,2025-04-25,6073.0,1357.0,4716.0
1366,228,2025-03-26,4666.0,1701.0,2965.0
1367,228,2025-02-24,6482.0,1008.0,5474.0
1368,228,2025-01-25,8328.0,1789.0,6539.0
1369,229,2025-06-24,8992.0,1925.0,7067.0
1370,229,2025-05-25,8270.0,1865.0,6405.0
1371,229,2025-04-25,6435.0,1151.0,5284.0
1372,229,2025-03-26,3950.0,534.0,3416.0
1373,229,2025-02-24,4696.0,1800.0,2896.0
1374,229,2025-01-25,5440.0,652.0,4788.0
1375,230,2025-06-24,4753.0,1118.0,3635.0
1376,230,2025-05-25,3701.0,919.0,2782.0
1377,230,2025-04-25,4309.0,982.0,3327.0
1378,230,2025-03-26,7719.0,1925.0,5794.0
1379,230,2025-02-24,9340.0,1389.0,7951.0
1380,230,2025-01-25,8223.0,1166.0,7057.0
1381,231,2025-06-24,5401.0,820.0,4581.0
1382,231,2025-05-25,4969.0,1829.0,3140.0
1383,231,2025-04-25,7266.0,1511.0,5755.0
1384,231,2025-03-26,3057.0,769.0,2288.0
1385,231,2025-02-24,6980.0,1813.0,5167.0
1386,231,2025-01-25,8089.0,635.0,7454.0
1387,232,2025-06-24,3024.0,1130.0,1894.0
1388,232,2025-05-25,9910.0,1407.0,8503.0
1389,232,2025-04-25,8936.0,1048.0,7888.0
1390,232,2025-03-26,4618.0,1554.0,3064.0
1391,232,2025-02-24,7449.0,787.0,6662.0
1392,232,2025-01-25,8147.0,1905.0,6242.0
1393,233,2025-06-24,5791.0,1124.0,4667.0
1394,233,2025-05-25,4113.0,878.0,3235.0
1395,233,2025-04-25,9339.0,1162.0,8177.0
1396,233,2025-03-26,6304.0,1950.0,4354.0
1397,233,2025-02-24,5423.0,1216.0,4207.0
1398,233,2025-01-25,6694.0,1486.0,5208.0
1399,234,2025-06-24,9972.0,1349.0,8623.0
1400,234,2025-05-25,4453.0,1717.0,2736.0
1401,234,2025-04-25,6718.0,928.0,5790.0
1402,234,2025-03-26,5163.0,1359.0,3804.0
1403,234,2025-02-24,8343.0,1395.0,6948.0
1404,234,2025-01-25,7018.0,626.0,6392.0
1405,235,2025-06-24,5807.0,1506.0,4301.0
1406,235,2025-05-25,5809.0,1781.0,4028.0
1407,235,2025-04-25,3401.0,1162.0,2239.0
1408,235,2025-03-26,7050.0,1247.0,5803.0
1409,235,2025-02-24,8249.0,1795.0,6454.0
1410,235,2025-01-25,6594.0,637.0,5957.0
1411,236,2025-06-24,3765.0,1595.0,2170.0
1412,236,2025-05-25,5320.0,1830.0,3490.0
1413,236,2025-04-25,5421.0,1777.0,3644.0
1414,236,2025-03-26,6574.0,1199.0,5375.0
1415,236,2025-02-24,8365.0,1824.0,6541.0
1416,236,2025-01-25,6728.0,728.0,6000.0
1417,237,2025-06-24,5838.0,1890.0,3948.0
1418,237,2025-05-25,6661.0,1823.0,4838.0
1419,237,2025-04-25,6378.0,1619.0,4759.0
1420,237,2025-03-26,3269.0,1315.0,1954.0
1421,237,2025-02-24,7437.0,1219.0,6218.0
1422,237,2025-01-25,8223.0,513.0,7710.0
1423,238,2025-06-24,5902.0,547.0,5355.0
1424,238,2025-05-25,7848.0,1463.0,6385.0
1425,238,2025-04-25,7128.0,1754.0,5374.0
1426,238,2025-03-26,6487.0,951.0,5536.0
1427,238,2025-02-24,8607.0,1969.0,6638.0
1428,238,2025-01-25,3482.0,1124.0,2358.0
1429,239,2025-06-24,7217.0,1598.0,5619.0
1430,239,2025-05-25,4595.0,1739.0,2856.0
1431,239,2025-04-25,7409.0,945.0,6464.0
1432,239,2025-03-26,8612.0,735.0,7877.0
1433,239,2025-02-24,7140.0,1329.0,5811.0
1434,239,2025-01-25,3966.0,1624.0,2342.0
1435,240,2025-06-24,3439.0,1037.0,2402.0
1436,240,2025-05-25,5611.0,1195.0,4416.0
1437,240,2025-04-25,3418.0,1424.0,1994.0
1438,240,2025-03-26,8615.0,1993.0,6622.0
1439,240,2025-02-24,9330.0,805.0,8525.0
1440,240,2025-01-25,7164.0,1704.0,5460.0
1441,241,2025-06-24,3148.0,1724.0,1424.0
1442,241,2025-05-25,8336.0,1740.0,6596.0
1443,241,2025-04-25,7995.0,1332.0,6663.0
1444,241,2025-03-26,5050.0,1487.0,3563.0
1445,241,2025-02-24,5231.0,1756.0,3475.0
1446,241,2025-01-25,9017.0,1590.0,7427.0
1447,242,2025-06-24,8521.0,956.0,7565.0
1448,242,2025-05-25,5406.0,832.0,4574.0
1449,242,2025-04-25,5019.0,911.0,4108.0
1450,242,2025-03-26,7019.0,997.0,6022.0
1451,242,2025-02-24,4997.0,1054.0,3943.0
1452,242,2025-01-25,9698.0,1207.0,8491.0
1453,243,2025-06-24,4543.0,1670.0,2873.0
1454,243,2025-05-25,8871.0,1167.0,7704.0
1455,243,2025-04-25,4221.0,628.0,3593.0
1456,243,2025-03-26,9457.0,1287.0,8170.0
1457,243,2025-02-24,4586.0,920.0,3666.0
1458,243,2025-01-25,9790.0,1756.0,8034.0
1459,244,2025-06-24,7944.0,927.0,7017.0
1460,244,2025-05-25,9838.0,1280.0,8558.0
1461,244,2025-04-25,4337.0,1495.0,2842.0
1462,244,2025-03-26,8648.0,1117.0,7531.0
1463,244,2025-02-24,8039.0,662.0,7377.0
1464,244,2025-01-25,9093.0,695.0,8398.0
1465,245,2025-06-24,9285.0,1962.0,7323.0
1466,245,2025-05-25,5520.0,947.0,4573.0
1467,245,2025-04-25,3237.0,611.0,2626.0
1468,245,2025-03-26,5861.0,678.0,5183.0
1469,245,2025-02-24,6687.0,1094.0,5593.0
1470,245,2025-01-25,5554.0,1508.0,4046.0
1471,246,2025-06-24,6086.0,1064.0,5022.0
1472,246,2025-05-25,4822.0,1885.0,2937.0
1473,246,2025-04-25,7582.0,1261.0,6321.0
1474,246,2025-03-26,7350.0,1746.0,5604.0
1475,246,2025-02-24,3894.0,1783.0,2111.0
1476,246,2025-01-25,5658.0,1304.0,4354.0
1477,247,2025-06-24,6024.0,742.0,5282.0
1478,247,2025-05-25,7383.0,798.0,6585.0
1479,247,2025-04-25,8087.0,1472.0,6615.0
1480,247,2025-03-26,7996.0,1700.0,6296.0
1481,247,2025-02-24,6151.0,1578.0,4573.0
1482,247,2025-01-25,5870.0,1046.0,4824.0
1483,248,2025-06-24,7373.0,805.0,6568.0
1484,248,2025-05-25,8583.0,779.0,7804.0
1485,248,2025-04-25,9637.0,655.0,8982.0
1486,248,2025-03-26,4256.0,691.0,3565.0
1487,248,2025-02-24,5109.0,591.0,4518.0
1488,248,2025-01-25,8666.0,1822.0,6844.0
1489,249,2025-06-24,4800.0,1841.0,2959.0
1490,249,2025-05-25,7141.0,1228.0,5913.0
1491,249,2025-04-25,8967.0,1297.0,7670.0
1492,249,2025-03-26,7580.0,1213.0,6367.0
1493,249,2025-02-24,9069.0,716.0,8353.0
1494,249,2025-01-25,8726.0,1530.0,7196.0
1495,250,2025-06-24,8785.0,1699.0,7086.0
1496,250,2025-05-25,8952.0,1462.0,7490.0
1497,250,2025-04-25,3204.0,914.0,2290.0
1498,250,2025-03-26,7448.0,1341.0,6107.0
1499,250,2025-02-24,3169.0,1344.0,1825.0
1500,250,2025-01-25,8448.0,1370.0,7078.0
1501,251,2025-06-24,7826.0,1631.0,6195.0
1502,251,2025-05-25,7578.0,999.0,6579.0
1503,251,2025-04-25,3862.0,664.0,3198.0
1504,251,2025-03-26,5760.0,1350.0,4410.0
1505,251,2025-02-24,7357.0,1127.0,6230.0
1506,251,2025-01-25,8313.0,939.0,7374.0
1507,252,2025-06-24,7041.0,1445.0,5596.0
1508,252,2025-05-25,4413.0,1792.0,2621.0
1509,252,2025-04-25,8273.0,1866.0,6407.0
1510,252,2025-03-26,7781.0,1702.0,6079.0
1511,252,2025-02-24,5349.0,1566.0,3783.0
1512,252,2025-01-25,7431.0,1460.0,5971.0
1513,253,2025-06-24,9460.0,1245.0,8215.0
1514,253,2025-05-25,3802.0,1980.0,1822.0
1515,253,2025-04-25,3015.0,1197.0,1818.0
1516,253,2025-03-26,9214.0,1211.0,8003.0
1517,253,2025-02-24,6762.0,809.0,5953.0
1518,253,2025-01-25,7359.0,1060.0,6299.0
1519,254,2025-06-24,3419.0,628.0,2791.0
1520,254,2025-05-25,6699.0,870.0,5829.0
1521,254,2025-04-25,9522.0,1511.0,8011.0
1522,254,2025-03-26,8365.0,1117.0,7248.0
1523,254,2025-02-24,8215.0,1544.0,6671.0
1524,254,2025-01-25,4247.0,827.0,3420.0
1525,255,2025-06-24,7853.0,644.0,7209.0
1526,255,2025-05-25,8537.0,993.0,7544.0
1527,255,2025-04-25,7104.0,1905.0,5199.0
1528,255,2025-03-26,8816.0,831.0,7985.0
1529,255,2025-02-24,6770.0,577.0,6193.0
1530,255,2025-01-25,3991.0,1558.0,2433.0
1531,256,2025-06-24,5886.0,1187.0,4699.0
1532,256,2025-05-25,6502.0,1216.0,5286.0
1533,256,2025-04-25,4856.0,730.0,4126.0
1534,256,2025-03-26,9850.0,1341.0,8509.0
1535,256,2025-02-24,9478.0,1494.0,7984.0
1536,256,2025-01-25,8889.0,1736.0,7153.0
1537,257,2025-06-24,7738.0,1551.0,6187.0
1538,257,2025-05-25,3729.0,1673.0,2056.0
1539,257,2025-04-25,7928.0,1958.0,5970.0
1540,257,2025-03-26,7858.0,1457.0,6401.0
1541,257,2025-02-24,5487.0,562.0,4925.0
1542,257,2025-01-25,5794.0,1602.0,4192.0
1543,258,2025-06-24,6926.0,742.0,6184.0
1544,258,2025-05-25,8397.0,1875.0,6522.0
1545,258,2025-04-25,9564.0,1648.0,7916.0
1546,258,2025-03-26,8890.0,1112.0,7778.0
1547,258,2025-02-24,3841.0,1757.0,2084.0
1548,258,2025-01-25,9463.0,1260.0,8203.0
1549,259,2025-06-24,3340.0,1699.0,1641.0
1550,259,2025-05-25,9254.0,871.0,8383.0
1551,259,2025-04-25,9480.0,1136.0,8344.0
1552,259,2025-03-26,8430.0,873.0,7557.0
1553,259,2025-02-24,5786.0,1478.0,4308.0
1554,259,2025-01-25,4835.0,1276.0,3559.0
1555,260,2025-06-24,9789.0,1191.0,8598.0
1556,260,2025-05-25,8135.0,1948.0,6187.0
1557,260,2025-04-25,7407.0,527.0,6880.0
1558,260,2025-03-26,6052.0,1193.0,4859.0
1559,260,2025-02-24,7647.0,1414.0,6233.0
1560,260,2025-01-25,4673.0,1436.0,3237.0
1561,261,2025-06-24,6411.0,1659.0,4752.0
1562,261,2025-05-25,9067.0,1678.0,7389.0
1563,261,2025-04-25,5591.0,1381.0,4210.0
1564,261,2025-03-26,6511.0,1478.0,5033.0
1565,261,2025-02-24,4560.0,826.0,3734.0
1566,261,2025-01-25,6933.0,604.0,6329.0
1567,262,2025-06-24,9364.0,893.0,8471.0
1568,262,2025-05-25,3349.0,1514.0,1835.0
1569,262,2025-04-25,9943.0,502.0,9441.0
1570,262,2025-03-26,4306.0,713.0,3593.0
1571,262,2025-02-24,4338.0,1563.0,2775.0
1572,262,2025-01-25,4735.0,1894.0,2841.0
1573,263,2025-06-24,9067.0,729.0,8338.0
1574,263,2025-05-25,8623.0,748.0,7875.0
1575,263,2025-04-25,9945.0,1376.0,8569.0
1576,263,2025-03-26,4548.0,1582.0,2966.0
1577,263,2025-02-24,3175.0,830.0,2345.0
1578,263,2025-01-25,6094.0,828.0,5266.0
1579,264,2025-06-24,3975.0,1362.0,2613.0
1580,264,2025-05-25,5747.0,1551.0,4196.0
1581,264,2025-04-25,9224.0,961.0,8263.0
1582,264,2025-03-26,8534.0,1436.0,7098.0
1583,264,2025-02-24,3488.0,727.0,2761.0
1584,264,2025-01-25,3899.0,907.0,2992.0
1585,265,2025-06-24,7301.0,715.0,6586.0
1586,265,2025-05-25,3852.0,1650.0,2202.0
1587,265,2025-04-25,8887.0,674.0,8213.0
1588,265,2025-03-26,8068.0,662.0,7406.0
1589,265,2025-02-24,3077.0,868.0,2209.0
1590,265,2025-01-25,5084.0,1437.0,3647.0
1591,266,2025-06-24,7756.0,1574.0,6182.0
1592,266,2025-05-25,4197.0,1133.0,3064.0
1593,266,2025-04-25,8387.0,1101.0,7286.0
1594,266,2025-03-26,9868.0,1668.0,8200.0
1595,266,2025-02-24,7624.0,1752.0,5872.0
1596,266,2025-01-25,4825.0,1159.0,3666.0
1597,267,2025-06-24,5278.0,767.0,4511.0
1598,267,2025-05-25,8996.0,1805.0,7191.0
1599,267,2025-04-25,7057.0,840.0,6217.0
1600,267,2025-03-26,5697.0,1866.0,3831.0
1601,267,2025-02-24,4636.0,988.0,3648.0
1602,267,2025-01-25,4038.0,1770.0,2268.0
1603,268,2025-06-24,6225.0,1471.0,4754.0
1604,268,2025-05-25,6106.0,623.0,5483.0
1605,268,2025-04-25,7826.0,872.0,6954.0
1606,268,2025-03-26,7990.0,539.0,7451.0
1607,268,2025-02-24,5306.0,701.0,4605.0
1608,268,2025-01-25,9740.0,597.0,9143.0
1609,269,2025-06-24,6509.0,569.0,5940.0
1610,269,2025-05-25,4226.0,932.0,3294.0
1611,269,2025-04-25,5503.0,656.0,4847.0
1612,269,2025-03-26,8453.0,895.0,7558.0
1613,269,2025-02-24,3161.0,1681.0,1480.0
1614,269,2025-01-25,6685.0,1275.0,5410.0
1615,270,2025-06-24,6581.0,1863.0,4718.0
1616,270,2025-05-25,6876.0,924.0,5952.0
1617,270,2025-04-25,5247.0,1911.0,3336.0
1618,270,2025-03-26,8509.0,653.0,7856.0
1619,270,2025-02-24,8849.0,1223.0,7626.0
1620,270,2025-01-25,7027.0,1375.0,5652.0
1621,271,2025-06-24,5714.0,1757.0,3957.0
1622,271,2025-05-25,9947.0,535.0,9412.0
1623,271,2025-04-25,8386.0,565.0,7821.0
1624,271,2025-03-26,9948.0,735.0,9213.0
1625,271,2025-02-24,7855.0,1731.0,6124.0
1626,271,2025-01-25,6854.0,1400.0,5454.0
1627,272,2025-06-24,4601.0,1919.0,2682.0
1628,272,2025-05-25,6666.0,1531.0,5135.0
1629,272,2025-04-25,3061.0,1016.0,2045.0
1630,272,2025-03-26,5013.0,584.0,4429.0
1631,272,2025-02-24,4870.0,1147.0,3723.0
1632,272,2025-01-25,9466.0,1977.0,7489.0
1633,273,2025-06-24,7148.0,1066.0,6082.0
1634,273,2025-05-25,9167.0,567.0,8600.0
1635,273,2025-04-25,6202.0,1251.0,4951.0
1636,273,2025-03-26,8675.0,925.0,7750.0
1637,273,2025-02-24,4995.0,886.0,4109.0
1638,273,2025-01-25,5587.0,536.0,5051.0
1639,274,2025-06-24,8117.0,1956.0,6161.0
1640,274,2025-05-25,3862.0,600.0,3262.0
1641,274,2025-04-25,3724.0,948.0,2776.0
1642,274,2025-03-26,9562.0,1225.0,8337.0
1643,274,2025-02-24,7897.0,1979.0,5918.0
1644,274,2025-01-25,3869.0,1596.0,2273.0
1645,275,2025-06-24,6207.0,1059.0,5148.0
1646,275,2025-05-25,8145.0,908.0,7237.0
1647,275,2025-04-25,9586.0,882.0,8704.0
1648,275,2025-03-26,6591.0,1424.0,5167.0
1649,275,2025-02-24,6756.0,948.0,5808.0
1650,275,2025-01-25,7816.0,691.0,7125.0
1651,276,2025-06-24,9319.0,1527.0,7792.0
1652,276,2025-05-25,7493.0,872.0,6621.0
1653,276,2025-04-25,8671.0,754.0,7917.0
1654,276,2025-03-26,9610.0,1198.0,8412.0
1655,276,2025-02-24,9830.0,1696.0,8134.0
1656,276,2025-01-25,4508.0,649.0,3859.0
1657,277,2025-06-24,8772.0,1031.0,7741.0
1658,277,2025-05-25,8846.0,1387.0,7459.0
1659,277,2025-04-25,5487.0,923.0,4564.0
1660,277,2025-03-26,4091.0,722.0,3369.0
1661,277,2025-02-24,8617.0,998.0,7619.0
1662,277,2025-01-25,8236.0,931.0,7305.0
1663,278,2025-06-24,5537.0,1017.0,4520.0
1664,278,2025-05-25,9408.0,598.0,8810.0
1665,278,2025-04-25,3876.0,803.0,3073.0
1666,278,2025-03-26,7457.0,1522.0,5935.0
1667,278,2025-02-24,9713.0,1038.0,8675.0
1668,278,2025-01-25,8788.0,775.0,8013.0
1669,279,2025-06-24,3685.0,728.0,2957.0
1670,279,2025-05-25,9219.0,911.0,8308.0
1671,279,2025-04-25,9700.0,1767.0,7933.0
1672,279,2025-03-26,7137.0,1008.0,6129.0
1673,279,2025-02-24,4819.0,769.0,4050.0
1674,279,2025-01-25,6708.0,904.0,5804.0
1675,280,2025-06-24,7071.0,1776.0,5295.0
1676,280,2025-05-25,7060.0,710.0,6350.0
1677,280,2025-04-25,5969.0,1368.0,4601.0
1678,280,2025-03-26,7461.0,863.0,6598.0
1679,280,2025-02-24,3011.0,1339.0,1672.0
1680,280,2025-01-25,8282.0,1669.0,6613.0
1681,281,2025-06-24,7993.0,761.0,7232.0
1682,281,2025-05-25,7852.0,1952.0,5900.0
1683,281,2025-04-25,4075.0,1926.0,2149.0
1684,281,2025-03-26,6196.0,1254.0,4942.0
1685,281,2025-02-24,8889.0,1586.0,7303.0
1686,281,2025-01-25,7460.0,906.0,6554.0
1687,282,2025-06-24,8871.0,918.0,7953.0
1688,282,2025-05-25,5937.0,963.0,4974.0
1689,282,2025-04-25,8062.0,1523.0,6539.0
1690,282,2025-03-26,9660.0,1807.0,7853.0
1691,282,2025-02-24,3408.0,1346.0,2062.0
1692,282,2025-01-25,7953.0,1896.0,6057.0
1693,283,2025-06-24,9887.0,1450.0,8437.0
1694,283,2025-05-25,3344.0,1607.0,1737.0
1695,283,2025-04-25,5631.0,912.0,4719.0
1696,283,2025-03-26,5582.0,834.0,4748.0
1697,283,2025-02-24,3233.0,1166.0,2067.0
1698,283,2025-01-25,9768.0,1504.0,8264.0
1699,284,2025-06-24,9247.0,649.0,8598.0
1700,284,2025-05-25,7561.0,1749.0,5812.0
1701,284,2025-04-25,9298.0,1324.0,7974.0
1702,284,2025-03-26,9726.0,1129.0,8597.0
1703,284,2025-02-24,7695.0,1600.0,6095.0
1704,284,2025-01-25,4461.0,961.0,3500.0
1705,285,2025-06-24,8442.0,534.0,7908.0
1706,285,2025-05-25,6894.0,736.0,6158.0
1707,285,2025-04-25,8724.0,1959.0,6765.0
1708,285,2025-03-26,4687.0,1413.0,3274.0
1709,285,2025-02-24,5376.0,1708.0,3668.0
1710,285,2025-01-25,5495.0,1094.0,4401.0
1711,286,2025-06-24,3058.0,1940.0,1118.0
1712,286,2025-05-25,8021.0,1218.0,6803.0
1713,286,2025-04-25,5213.0,1862.0,3351.0
1714,286,2025-03-26,3747.0,531.0,3216.0
1715,286,2025-02-24,7865.0,551.0,7314.0
1716,286,2025-01-25,6836.0,596.0,6240.0
1717,287,2025-06-24,4223.0,675.0,3548.0
1718,287,2025-05-25,3448.0,1025.0,2423.0
1719,287,2025-04-25,5547.0,1994.0,3553.0
1720,287,2025-03-26,3605.0,628.0,2977.0
1721,287,2025-02-24,9730.0,664.0,9066.0
1722,287,2025-01-25,4834.0,1704.0,3130.0
1723,288,2025-06-24,7994.0,570.0,7424.0
1724,288,2025-05-25,9446.0,1787.0,7659.0
1725,288,2025-04-25,5563.0,1183.0,4380.0
1726,288,2025-03-26,7951.0,1745.0,6206.0
1727,288,2025-02-24,6796.0,548.0,6248.0
1728,288,2025-01-25,7357.0,1879.0,5478.0
1729,289,2025-06-24,7979.0,1498.0,6481.0
1730,289,2025-05-25,8966.0,1327.0,7639.0
1731,289,2025-04-25,5373.0,1752.0,3621.0
1732,289,2025-03-26,3212.0,988.0,2224.0
1733,289,2025-02-24,5915.0,1217.0,4698.0
1734,289,2025-01-25,9789.0,1158.0,8631.0
1735,290,2025-06-24,4398.0,1359.0,3039.0
1736,290,2025-05-25,4558.0,1309.0,3249.0
1737,290,2025-04-25,3431.0,559.0,2872.0
1738,290,2025-03-26,5195.0,1739.0,3456.0
1739,290,2025-02-24,7455.0,937.0,6518.0
1740,290,2025-01-25,9920.0,1112.0,8808.0
1741,291,2025-06-24,4242.0,1720.0,2522.0
1742,291,2025-05-25,3098.0,1978.0,1120.0
1743,291,2025-04-25,6292.0,1027.0,5265.0
1744,291,2025-03-26,5030.0,539.0,4491.0
